session_id,user_id,timestamp,page_url,category,time_spent_seconds,device,referrer,clicked_cta,bounce
S000592,U00019,2026-03-05T10:27:26,/product/sku-220,Product,276,Mobile,Affiliate,No,No
S000593,U00188,2025-11-01T20:41:58,/product/sku-100,Product,238,Mobile,Affiliate,No,Yes
S000594,U00262,2025-03-12T08:02:57,/checkout,Checkout,416,Desktop,Direct,Yes,No
S000595,U00388,2026-02-04T08:12:08,/product/sku-100,Product,153,Mobile,Google,Yes,No
S000596,U00184,2025-02-01T09:28:48,/blog/how-to-buy,Content,234,Mobile,Google,Yes,No
S000597,U00022,2026-06-04T07:20:20,/product/sku-220,Product,221,Mobile,Instagram,No,No
S000598,U00024,2025-01-31T23:52:38,/blog/how-to-buy,Content,674,Desktop,YouTube,No,No
S000599,U00297,2026-02-27T19:25:14,/offers,Promotion,593,Desktop,YouTube,No,No
S000600,U00265,2025-07-15T09:54:38,/search,Discovery,395,Tablet,Google,No,No
S000601,U00250,2026-01-10T11:11:00,/cart,Cart,628,Desktop,Google,No,Yes
S000602,U00264,2026-05-15T19:16:50,/search,Discovery,297,Desktop,Google,Yes,No
S000603,U00339,2025-06-28T21:58:00,/search,Discovery,434,Mobile,YouTube,Yes,No
S000604,U00246,2025-06-13T15:48:22,/blog/how-to-buy,Content,614,Desktop,Email,Yes,No
S000605,U00294,2026-04-06T02:09:38,/product/sku-100,Product,174,Desktop,Affiliate,Yes,No
S000606,U00029,2025-05-10T04:49:40,/product/sku-100,Product,274,Tablet,Affiliate,No,No
S000607,U00369,2026-05-29T23:49:19,/home,Landing,300,Tablet,Google,No,No
S000608,U00247,2025-05-13T11:35:43,/blog/how-to-buy,Content,234,Mobile,Affiliate,Yes,No
S000609,U00320,2026-05-28T08:44:38,/product/sku-100,Product,533,Desktop,YouTube,No,No
S000610,U00118,2025-10-21T18:22:14,/search,Discovery,404,Desktop,Direct,Yes,No
S000611,U00351,2025-11-23T01:32:46,/checkout,Checkout,163,Mobile,Google,No,No
S000612,U00402,2026-02-17T18:34:20,/home,Landing,525,Mobile,Direct,No,No
S000613,U00001,2026-06-12T01:15:47,/checkout,Checkout,674,Mobile,Email,No,No
S000614,U00220,2025-06-28T05:56:01,/checkout,Checkout,503,Mobile,Email,No,No
S000615,U00218,2025-04-14T23:45:43,/search,Discovery,270,Mobile,Google,Yes,No
S000616,U00210,2025-07-20T05:49:59,/checkout,Checkout,203,Desktop,YouTube,Yes,No
S000617,U00267,2025-01-06T14:06:24,/search,Discovery,394,Mobile,YouTube,No,No
S000618,U00080,2025-11-27T22:33:00,/search,Discovery,677,Mobile,Instagram,No,No
S000619,U00349,2025-11-05T17:04:56,/offers,Promotion,218,Mobile,Affiliate,No,Yes
S000620,U00285,2026-01-11T17:56:34,/checkout,Checkout,269,Tablet,Affiliate,No,No
S000621,U00377,2025-04-18T05:47:01,/support,Support,685,Desktop,Google,No,No
S000622,U00052,2025-06-16T13:47:22,/product/sku-100,Product,530,Mobile,Instagram,Yes,Yes
S000623,U00412,2025-03-12T18:00:51,/home,Landing,158,Mobile,Affiliate,No,Yes
S000624,U00114,2025-10-16T00:52:04,/offers,Promotion,91,Mobile,YouTube,No,No
S000625,U00315,2026-05-25T15:59:34,/support,Support,543,Desktop,Affiliate,Yes,No
S000626,U00328,2026-01-19T23:41:40,/product/sku-100,Product,459,Desktop,YouTube,No,Yes
S000627,U00265,2026-06-27T12:02:48,/checkout,Checkout,247,Mobile,YouTube,Yes,No
S000628,U00081,2025-03-09T10:52:02,/home,Landing,292,Mobile,Instagram,No,No
S000629,U00266,2025-01-12T22:27:09,/product/sku-220,Product,764,Mobile,Direct,No,No
S000630,U00299,2025-09-28T08:57:56,/checkout,Checkout,365,Tablet,Instagram,Yes,No
S000631,U00233,2025-11-10T18:17:39,/product/sku-220,Product,598,Desktop,Google,No,No
S000632,U00038,2026-01-26T19:45:11,/checkout,Checkout,311,Desktop,Direct,No,No
S000633,U00356,2025-12-10T21:48:20,/offers,Promotion,396,Mobile,Google,No,No
S000634,U00349,2025-12-24T20:27:05,/blog/how-to-buy,Content,610,Mobile,Email,Yes,No
S000635,U00325,2025-06-21T04:13:27,/support,Support,703,Mobile,Instagram,No,No
S000636,U00275,2025-01-08T13:15:12,/checkout,Checkout,727,Mobile,Google,No,Yes
S000637,U00039,2026-03-07T17:35:21,/cart,Cart,192,Mobile,Instagram,Yes,No
S000638,U00094,2026-06-15T14:02:35,/offers,Promotion,204,Mobile,Google,Yes,No
S000639,U00106,2025-06-28T00:44:17,/offers,Promotion,217,Mobile,Affiliate,No,Yes
S000640,U00062,2025-03-02T23:06:51,/search,Discovery,702,Tablet,Email,Yes,No
S000641,U00022,2026-01-10T14:34:33,/checkout,Checkout,390,Mobile,Email,No,No
S000642,U00144,2025-11-06T01:00:41,/checkout,Checkout,237,Mobile,Google,Yes,No
S000643,U00245,2026-02-25T00:38:42,/support,Support,43,Mobile,Email,Yes,No
S000644,U00358,2026-02-07T12:02:38,/search,Discovery,481,Desktop,Direct,Yes,No
S000645,U00298,2025-03-20T06:04:32,/support,Support,343,Desktop,Instagram,Yes,No
S000646,U00138,2026-01-02T02:30:51,/product/sku-220,Product,637,Desktop,Google,No,No
S000647,U00359,2025-10-17T04:21:16,/support,Support,383,Mobile,Instagram,No,Yes
S000648,U00295,2026-06-17T20:11:20,/product/sku-100,Product,244,Mobile,YouTube,No,No
S000649,U00222,2025-10-23T20:10:51,/checkout,Checkout,210,Desktop,YouTube,Yes,No
S000650,U00091,2025-11-24T09:42:53,/home,Landing,521,Desktop,YouTube,No,No
S000651,U00129,2026-03-13T15:01:12,/offers,Promotion,591,Desktop,Direct,Yes,Yes
S000652,U00244,2026-05-05T05:28:57,/offers,Promotion,108,Mobile,Instagram,No,No
S000653,U00286,2025-07-20T04:09:09,/checkout,Checkout,362,Desktop,Direct,No,No
S000654,U00296,2026-03-24T07:27:02,/product/sku-220,Product,675,Mobile,Google,No,No
S000655,U00250,2025-12-14T03:22:52,/checkout,Checkout,90,Desktop,Instagram,No,No
S000656,U00086,2026-05-13T13:17:19,/product/sku-100,Product,355,Mobile,Affiliate,No,No
S000657,U00041,2025-05-06T19:53:21,/search,Discovery,361,Desktop,Instagram,No,No
S000658,U00139,2025-12-12T13:30:25,/support,Support,381,Mobile,Affiliate,No,No
S000659,U00012,2025-04-08T02:54:46,/product/sku-100,Product,755,Desktop,Instagram,Yes,No
S000660,U00053,2025-03-16T05:15:01,/support,Support,75,Tablet,Email,Yes,Yes
S000661,U00269,2025-03-06T15:54:53,/support,Support,116,Desktop,Google,Yes,No
S000662,U00159,2025-06-28T03:30:17,/support,Support,263,Mobile,Email,Yes,Yes
S000663,U00015,2025-01-28T07:20:10,/product/sku-100,Product,689,Desktop,Instagram,No,No
S000664,U00140,2026-03-03T01:37:30,/checkout,Checkout,465,Desktop,YouTube,Yes,No
S000665,U00324,2026-05-09T21:07:27,/blog/how-to-buy,Content,587,Mobile,YouTube,No,No
S000666,U00277,2025-06-26T09:58:51,/blog/how-to-buy,Content,101,Mobile,Instagram,No,No
S000667,U00006,2025-01-01T01:43:17,/offers,Promotion,545,Mobile,Google,No,No
S000668,U00005,2026-06-19T04:57:40,/checkout,Checkout,513,Tablet,Email,No,Yes
S000669,U00409,2025-08-16T12:28:23,/support,Support,621,Desktop,Direct,No,Yes
S000670,U00224,2025-11-03T14:42:43,/checkout,Checkout,265,Desktop,YouTube,No,No
S000671,U00135,2025-03-03T12:34:35,/product/sku-220,Product,442,Mobile,Affiliate,No,No
S000672,U00415,2025-07-28T19:12:20,/checkout,Checkout,432,Desktop,Direct,Yes,Yes
S000673,U00327,2025-12-20T16:12:32,/search,Discovery,642,Mobile,YouTube,No,Yes
S000674,U00078,2025-02-08T13:12:31,/home,Landing,557,Desktop,Direct,No,No
S000675,U00373,2025-01-07T08:56:07,/blog/how-to-buy,Content,248,Desktop,Direct,No,No
S000676,U00160,2026-01-23T02:46:12,/support,Support,390,Mobile,Direct,No,Yes
S000677,U00029,2025-07-26T23:59:12,/product/sku-100,Product,411,Desktop,Email,Yes,Yes
S000678,U00419,2025-10-24T09:07:06,/offers,Promotion,22,Desktop,YouTube,Yes,No
S000679,U00127,2025-01-27T00:40:37,/blog/how-to-buy,Content,213,Mobile,Direct,Yes,No
S000680,U00166,2025-05-04T04:43:53,/offers,Promotion,654,Mobile,YouTube,Yes,No
S000681,U00102,2025-10-07T22:50:23,/offers,Promotion,63,Mobile,Google,Yes,No
S000682,U00167,2025-01-12T16:52:56,/support,Support,181,Mobile,Affiliate,Yes,No
S000683,U00005,2025-02-02T14:48:47,/product/sku-220,Product,605,Mobile,Email,Yes,No
S000684,U00128,2025-05-03T11:42:44,/search,Discovery,521,Desktop,Affiliate,No,No
S000685,U00031,2025-10-04T03:19:47,/home,Landing,670,Desktop,Affiliate,Yes,Yes
S000686,U00163,2026-03-10T16:24:23,/product/sku-220,Product,670,Mobile,Email,Yes,Yes
S000687,U00184,2025-04-15T15:35:23,/support,Support,266,Mobile,Email,No,No
S000688,U00357,2026-01-16T15:58:37,/checkout,Checkout,204,Mobile,Affiliate,No,No
S000689,U00141,2026-04-11T00:12:10,/blog/how-to-buy,Content,577,Desktop,Affiliate,Yes,No
S000690,U00278,2025-10-13T03:28:36,/offers,Promotion,474,Desktop,YouTube,No,No
S000691,U00318,2025-10-10T18:51:12,/home,Landing,645,Desktop,YouTube,Yes,No
S000692,U00420,2025-10-28T23:21:10,/checkout,Checkout,204,Mobile,Email,Yes,No
S000693,U00210,2026-05-13T19:18:54,/cart,Cart,339,Desktop,Affiliate,Yes,Yes
S000694,U00092,2025-01-25T06:59:06,/product/sku-100,Product,216,Desktop,Google,Yes,Yes
S000695,U00337,2026-01-16T12:34:39,/support,Support,548,Mobile,Affiliate,No,Yes
S000696,U00311,2025-02-25T01:11:11,/product/sku-220,Product,23,Tablet,Google,No,No
S000697,U00240,2026-05-12T06:16:15,/search,Discovery,72,Desktop,YouTube,No,No
S000698,U00316,2025-07-26T11:09:45,/home,Landing,551,Desktop,Direct,No,Yes
S000699,U00266,2025-03-17T10:26:02,/product/sku-220,Product,113,Mobile,Affiliate,No,Yes
S000700,U00337,2025-07-13T05:16:44,/checkout,Checkout,593,Mobile,Google,No,No
S000701,U00346,2025-12-23T07:10:17,/cart,Cart,729,Mobile,Direct,Yes,No
S000702,U00206,2026-01-28T00:09:19,/checkout,Checkout,355,Mobile,Affiliate,No,No
S000703,U00282,2025-09-10T03:59:28,/cart,Cart,390,Mobile,YouTube,No,No
S000704,U00312,2025-07-06T23:23:37,/cart,Cart,586,Mobile,Email,No,No
S000705,U00230,2025-11-05T10:18:16,/blog/how-to-buy,Content,10,Mobile,Instagram,Yes,No
S000706,U00004,2025-08-22T06:37:50,/offers,Promotion,237,Desktop,Instagram,Yes,No
S000707,U00284,2026-02-02T02:47:28,/offers,Promotion,579,Mobile,Affiliate,Yes,Yes
S000708,U00183,2025-05-02T06:02:50,/blog/how-to-buy,Content,151,Desktop,Affiliate,Yes,No
S000709,U00048,2026-03-20T02:39:05,/offers,Promotion,419,Mobile,Google,Yes,No
S000710,U00089,2026-01-15T06:07:54,/blog/how-to-buy,Content,716,Mobile,Direct,No,Yes
S000711,U00041,2025-02-13T10:28:29,/support,Support,352,Desktop,Email,No,No
S000712,U00395,2025-06-26T02:19:25,/search,Discovery,775,Mobile,Affiliate,Yes,No
S000713,U00028,2025-08-25T17:34:27,/support,Support,546,Desktop,Affiliate,Yes,No
S000714,U00079,2025-02-09T05:45:27,/product/sku-220,Product,699,Mobile,Email,No,No
S000715,U00047,2025-06-22T11:58:34,/checkout,Checkout,452,Desktop,Email,Yes,Yes
S000716,U00244,2026-03-20T20:25:28,/search,Discovery,773,Desktop,Email,No,Yes
S000717,U00223,2026-06-27T01:14:57,/checkout,Checkout,143,Mobile,Email,Yes,No
S000718,U00288,2026-04-24T11:00:47,/product/sku-220,Product,763,Mobile,Google,Yes,No
S000719,U00166,2026-06-16T20:26:27,/support,Support,599,Desktop,YouTube,No,No
S000720,U00098,2025-09-07T02:59:47,/cart,Cart,362,Mobile,Direct,No,Yes
S000721,U00316,2025-12-10T11:23:37,/cart,Cart,648,Desktop,Direct,Yes,Yes
S000722,U00080,2025-03-08T15:41:49,/cart,Cart,125,Mobile,Google,Yes,No
S000723,U00008,2025-09-24T15:02:31,/offers,Promotion,720,Mobile,Instagram,No,No
S000724,U00108,2026-02-22T21:08:55,/cart,Cart,226,Desktop,Affiliate,No,No
S000725,U00356,2026-06-27T17:44:29,/product/sku-100,Product,694,Desktop,Affiliate,Yes,No
S000726,U00146,2025-06-05T21:14:44,/home,Landing,723,Mobile,Direct,No,No
S000727,U00035,2025-10-29T20:52:14,/home,Landing,686,Desktop,YouTube,No,No
S000728,U00150,2026-05-20T09:54:04,/home,Landing,405,Desktop,Email,Yes,No
S000729,U00306,2026-02-17T21:00:31,/blog/how-to-buy,Content,100,Desktop,Affiliate,No,No
S000730,U00021,2025-07-12T03:43:25,/home,Landing,552,Desktop,Email,No,No
S000731,U00178,2026-06-16T12:29:17,/home,Landing,370,Desktop,Instagram,Yes,No
S000732,U00142,2025-02-18T03:56:40,/checkout,Checkout,650,Desktop,Email,Yes,No
S000733,U00116,2025-04-28T20:02:43,/offers,Promotion,359,Mobile,YouTube,Yes,Yes
S000734,U00267,2026-06-11T14:44:27,/support,Support,637,Mobile,YouTube,Yes,No
S000735,U00219,2025-08-31T15:14:12,/product/sku-100,Product,629,Desktop,Affiliate,Yes,No
S000736,U00298,2026-02-25T11:34:00,/product/sku-100,Product,710,Mobile,Google,No,No
S000737,U00070,2025-12-01T00:58:46,/checkout,Checkout,158,Mobile,Affiliate,Yes,No
S000738,U00273,2025-04-02T22:53:56,/checkout,Checkout,198,Desktop,Google,Yes,No
S000739,U00211,2025-08-24T14:49:06,/support,Support,463,Mobile,YouTube,No,Yes
S000740,U00055,2025-04-13T04:11:34,/product/sku-220,Product,199,Desktop,Affiliate,No,No
S000741,U00306,2025-06-30T08:11:46,/product/sku-220,Product,246,Mobile,Instagram,Yes,No
S000742,U00069,2026-01-26T04:00:32,/blog/how-to-buy,Content,629,Mobile,YouTube,No,Yes
S000743,U00252,2026-01-04T01:08:48,/support,Support,150,Desktop,Google,Yes,No
S000744,U00139,2025-11-17T19:41:55,/home,Landing,237,Mobile,Google,Yes,Yes
S000745,U00316,2026-01-16T13:11:51,/blog/how-to-buy,Content,714,Desktop,Email,Yes,No
S000746,U00312,2025-10-23T10:41:18,/home,Landing,747,Desktop,Affiliate,Yes,No
S000747,U00234,2025-02-02T22:41:23,/blog/how-to-buy,Content,261,Mobile,Email,Yes,No
S000748,U00392,2026-05-05T20:08:27,/checkout,Checkout,60,Desktop,Email,No,No
S000749,U00237,2025-05-10T07:32:06,/offers,Promotion,442,Desktop,Direct,Yes,No
S000750,U00047,2026-01-24T20:56:15,/blog/how-to-buy,Content,125,Desktop,Affiliate,Yes,No
S000751,U00231,2025-01-20T08:23:43,/cart,Cart,193,Mobile,YouTube,Yes,No
S000752,U00129,2025-09-09T17:11:30,/search,Discovery,718,Mobile,YouTube,Yes,No
S000753,U00047,2025-03-30T16:11:19,/search,Discovery,733,Mobile,Instagram,Yes,No
S000754,U00373,2026-02-02T10:09:14,/support,Support,636,Tablet,Email,No,Yes
S000755,U00172,2026-03-16T05:31:37,/product/sku-100,Product,685,Mobile,Google,Yes,Yes
S000756,U00215,2025-08-28T06:41:44,/home,Landing,326,Mobile,Email,No,No
S000757,U00068,2025-06-07T13:25:47,/search,Discovery,13,Mobile,Instagram,Yes,No
S000758,U00279,2025-01-05T11:11:52,/blog/how-to-buy,Content,632,Mobile,Google,Yes,No
S000759,U00233,2025-11-15T13:46:32,/blog/how-to-buy,Content,462,Desktop,Affiliate,Yes,No
S000760,U00143,2026-04-27T09:16:34,/checkout,Checkout,653,Mobile,Google,Yes,Yes
S000761,U00335,2025-09-29T02:12:04,/home,Landing,47,Desktop,Direct,No,No
S000762,U00026,2025-03-26T13:48:46,/search,Discovery,436,Tablet,Google,No,No
S000763,U00091,2025-12-20T16:06:44,/checkout,Checkout,777,Mobile,Direct,Yes,No
S000764,U00189,2025-10-22T07:56:29,/cart,Cart,79,Mobile,Affiliate,Yes,No
S000765,U00063,2026-06-24T12:38:41,/product/sku-100,Product,291,Desktop,Email,Yes,No
S000766,U00056,2026-03-20T19:03:15,/home,Landing,757,Tablet,Affiliate,Yes,No
S000767,U00219,2026-04-18T21:41:09,/offers,Promotion,334,Desktop,Affiliate,No,No
S000768,U00267,2026-05-06T18:40:46,/blog/how-to-buy,Content,519,Mobile,Google,Yes,No
S000769,U00001,2025-04-02T19:32:26,/product/sku-220,Product,34,Mobile,Direct,Yes,No
S000770,U00212,2025-02-05T08:02:09,/support,Support,351,Desktop,YouTube,Yes,Yes
S000771,U00354,2025-08-07T17:54:08,/product/sku-220,Product,270,Mobile,Instagram,No,No
S000772,U00393,2025-01-05T18:17:42,/cart,Cart,126,Mobile,Instagram,No,No
S000773,U00090,2025-05-31T16:42:45,/home,Landing,348,Mobile,YouTube,No,No
S000774,U00331,2025-04-16T10:38:09,/home,Landing,503,Desktop,Email,No,No
S000775,U00381,2025-02-13T12:19:51,/support,Support,543,Desktop,YouTube,No,No
S000776,U00107,2026-03-25T11:28:19,/home,Landing,711,Desktop,Instagram,Yes,No
S000777,U00016,2025-09-21T10:15:33,/offers,Promotion,394,Mobile,Google,No,Yes
S000778,U00401,2025-08-28T10:46:55,/search,Discovery,732,Mobile,YouTube,Yes,No
S000779,U00255,2025-07-04T13:58:21,/search,Discovery,390,Mobile,Instagram,Yes,No
S000780,U00058,2025-10-18T15:53:09,/product/sku-100,Product,48,Mobile,Direct,No,No
S000781,U00257,2025-04-30T16:13:04,/blog/how-to-buy,Content,204,Desktop,Email,No,No
S000782,U00394,2025-03-18T07:32:30,/product/sku-100,Product,538,Mobile,Google,Yes,No
S000783,U00199,2026-02-10T17:12:51,/blog/how-to-buy,Content,128,Desktop,Direct,Yes,No
S000784,U00053,2026-02-09T08:16:18,/home,Landing,684,Mobile,Direct,No,No
S000785,U00165,2025-06-05T18:37:32,/product/sku-220,Product,207,Desktop,Affiliate,No,No
S000786,U00140,2025-04-26T23:32:24,/search,Discovery,171,Desktop,Direct,Yes,No
S000787,U00282,2025-09-05T08:59:20,/cart,Cart,287,Desktop,YouTube,No,No
S000788,U00037,2025-08-30T20:29:54,/product/sku-100,Product,637,Mobile,Affiliate,No,Yes
S000789,U00242,2026-06-09T16:09:25,/home,Landing,61,Desktop,Direct,Yes,No
S000790,U00361,2026-04-09T00:30:27,/product/sku-100,Product,616,Mobile,YouTube,No,No
S000791,U00171,2025-06-03T21:43:49,/offers,Promotion,740,Mobile,Affiliate,Yes,No
S000792,U00291,2025-04-13T08:50:31,/blog/how-to-buy,Content,105,Mobile,YouTube,No,Yes
S000793,U00351,2026-05-16T12:50:00,/offers,Promotion,737,Mobile,Email,Yes,No
S000794,U00316,2025-07-20T10:27:07,/product/sku-100,Product,382,Desktop,YouTube,No,No
S000795,U00233,2026-01-14T15:47:03,/cart,Cart,40,Desktop,Direct,No,No
S000796,U00145,2025-09-28T18:39:46,/product/sku-100,Product,628,Mobile,Affiliate,Yes,No
S000797,U00167,2026-03-08T23:23:05,/search,Discovery,675,Desktop,Instagram,No,No
S000798,U00123,2026-04-28T05:56:45,/support,Support,259,Mobile,Email,No,Yes
S000799,U00417,2026-06-24T02:12:48,/product/sku-220,Product,615,Mobile,Email,No,No
S000800,U00089,2026-05-30T15:59:15,/product/sku-220,Product,695,Desktop,YouTube,No,Yes
S000801,U00167,2026-03-08T03:35:05,/blog/how-to-buy,Content,109,Mobile,Google,No,No
S000802,U00307,2025-03-26T11:08:48,/search,Discovery,711,Mobile,Email,No,No
S000803,U00047,2025-06-19T00:34:38,/home,Landing,152,Mobile,YouTube,Yes,No
S000804,U00232,2026-02-17T15:19:34,/product/sku-100,Product,308,Desktop,Affiliate,No,Yes
S000805,U00154,2026-03-19T22:43:21,/cart,Cart,705,Desktop,Email,No,No
S000806,U00314,2026-02-01T10:59:26,/home,Landing,423,Mobile,Instagram,Yes,No
S000807,U00028,2025-01-01T15:43:13,/checkout,Checkout,730,Mobile,Instagram,Yes,No
S000808,U00121,2025-12-02T07:45:36,/home,Landing,729,Mobile,YouTube,No,No
S000809,U00196,2025-12-05T00:31:49,/support,Support,568,Desktop,Google,No,Yes
S000810,U00197,2025-10-07T20:15:10,/checkout,Checkout,437,Desktop,YouTube,Yes,Yes
S000811,U00332,2025-01-13T04:48:52,/search,Discovery,157,Mobile,Email,No,No
S000812,U00044,2025-04-17T13:58:16,/product/sku-100,Product,667,Mobile,Email,No,No
S000813,U00261,2025-11-26T10:15:25,/blog/how-to-buy,Content,575,Mobile,Email,No,No
S000814,U00310,2025-01-06T18:30:18,/support,Support,601,Mobile,YouTube,Yes,No
S000815,U00211,2026-03-01T05:16:37,/offers,Promotion,600,Desktop,Direct,No,No
S000816,U00298,2026-01-10T00:25:26,/search,Discovery,717,Desktop,YouTube,No,No
S000817,U00268,2026-04-19T20:32:25,/search,Discovery,100,Desktop,YouTube,Yes,No
S000818,U00409,2026-03-27T05:03:26,/checkout,Checkout,329,Mobile,Instagram,Yes,No
S000819,U00241,2026-03-22T19:29:19,/checkout,Checkout,761,Desktop,Instagram,No,No
S000820,U00356,2026-04-10T04:45:07,/home,Landing,777,Desktop,Affiliate,No,Yes
S000821,U00297,2025-05-12T07:51:55,/blog/how-to-buy,Content,596,Desktop,Instagram,Yes,No
S000822,U00065,2026-01-28T16:59:40,/search,Discovery,88,Mobile,Instagram,No,Yes
S000823,U00141,2025-07-19T14:00:06,/offers,Promotion,24,Mobile,Affiliate,Yes,No
S000824,U00338,2025-12-13T22:13:06,/product/sku-100,Product,388,Mobile,Instagram,Yes,No
S000825,U00017,2025-09-24T07:08:59,/checkout,Checkout,96,Tablet,Affiliate,Yes,No
S000826,U00395,2025-10-25T14:45:01,/support,Support,253,Mobile,YouTube,Yes,No
S000827,U00028,2026-05-14T20:36:52,/cart,Cart,280,Mobile,Direct,Yes,Yes
S000828,U00244,2025-08-23T01:53:25,/support,Support,497,Mobile,Affiliate,Yes,No
S000829,U00243,2025-07-23T23:41:15,/support,Support,158,Mobile,Email,Yes,No
S000830,U00196,2026-06-12T00:02:01,/blog/how-to-buy,Content,333,Tablet,YouTube,Yes,Yes
S000831,U00327,2025-10-02T19:50:01,/checkout,Checkout,452,Mobile,YouTube,No,No
S000832,U00411,2025-03-18T08:00:43,/offers,Promotion,271,Mobile,Email,No,No
S000833,U00376,2026-06-06T20:56:04,/product/sku-220,Product,612,Mobile,Affiliate,No,No
S000834,U00161,2026-03-02T08:14:16,/product/sku-100,Product,20,Mobile,Direct,Yes,No
S000835,U00054,2026-06-17T10:38:16,/checkout,Checkout,466,Desktop,YouTube,No,No
S000836,U00013,2026-04-27T02:24:04,/home,Landing,104,Desktop,Affiliate,Yes,No
S000837,U00363,2025-04-04T04:32:07,/search,Discovery,98,Mobile,Google,No,No
S000838,U00057,2026-06-25T07:55:25,/product/sku-100,Product,198,Desktop,Email,Yes,No
S000839,U00394,2025-11-28T15:32:50,/offers,Promotion,718,Tablet,Instagram,No,Yes
S000840,U00142,2025-02-18T10:59:06,/search,Discovery,401,Desktop,Direct,No,No
S000841,U00092,2025-12-09T04:54:36,/offers,Promotion,81,Mobile,Google,No,Yes
S000842,U00056,2025-04-22T17:58:46,/blog/how-to-buy,Content,563,Mobile,Google,Yes,No
S000843,U00053,2025-01-28T01:51:15,/offers,Promotion,84,Desktop,YouTube,No,No
S000844,U00255,2025-04-26T14:50:41,/home,Landing,678,Mobile,Direct,No,No
S000845,U00201,2026-03-23T08:04:14,/cart,Cart,13,Mobile,Email,No,No
S000846,U00277,2025-06-25T10:05:25,/search,Discovery,13,Desktop,YouTube,No,Yes
S000847,U00184,2025-09-16T23:46:00,/checkout,Checkout,708,Desktop,Direct,Yes,No
S000848,U00042,2025-12-24T00:17:54,/cart,Cart,306,Mobile,Google,Yes,No
S000849,U00154,2026-06-25T12:11:09,/product/sku-220,Product,409,Mobile,YouTube,No,No
S000850,U00377,2025-05-28T03:52:27,/blog/how-to-buy,Content,153,Desktop,Direct,Yes,No
S000851,U00406,2026-02-24T20:37:13,/search,Discovery,668,Desktop,Affiliate,No,No
S000852,U00019,2025-09-21T12:43:58,/home,Landing,67,Desktop,YouTube,Yes,No
S000853,U00414,2026-05-23T20:38:46,/product/sku-220,Product,693,Mobile,YouTube,Yes,No
S000854,U00037,2025-01-29T15:26:58,/product/sku-220,Product,763,Desktop,YouTube,Yes,No
S000855,U00125,2026-06-29T17:07:12,/home,Landing,674,Desktop,Google,Yes,No
S000856,U00234,2026-04-20T18:04:35,/search,Discovery,184,Mobile,Direct,Yes,Yes
S000857,U00033,2025-06-07T09:30:16,/product/sku-220,Product,446,Desktop,YouTube,No,No
S000858,U00071,2025-09-07T18:52:11,/checkout,Checkout,228,Mobile,Affiliate,Yes,No
S000859,U00141,2025-04-20T16:50:41,/search,Discovery,435,Desktop,Instagram,Yes,No
S000860,U00069,2025-03-19T15:32:08,/home,Landing,657,Mobile,Google,Yes,No
S000861,U00004,2025-01-06T14:39:54,/search,Discovery,193,Tablet,YouTube,No,No
S000862,U00355,2025-04-09T13:26:46,/blog/how-to-buy,Content,221,Desktop,Instagram,No,No
S000863,U00313,2026-06-22T05:43:47,/product/sku-100,Product,48,Mobile,YouTube,No,No
S000864,U00322,2025-08-22T22:46:14,/search,Discovery,366,Mobile,Affiliate,Yes,Yes
S000865,U00049,2026-04-26T17:31:21,/checkout,Checkout,380,Mobile,Affiliate,Yes,No
S000866,U00142,2025-02-11T05:16:41,/product/sku-220,Product,208,Desktop,Google,No,No
S000867,U00344,2025-02-03T11:43:59,/product/sku-100,Product,65,Mobile,Instagram,Yes,No
S000868,U00316,2025-12-18T23:17:02,/cart,Cart,54,Desktop,Direct,Yes,Yes
S000869,U00249,2026-02-04T22:30:03,/home,Landing,128,Desktop,Google,No,No
S000870,U00215,2025-06-04T08:59:40,/cart,Cart,775,Mobile,Instagram,Yes,No
S000871,U00117,2025-03-18T04:02:52,/cart,Cart,252,Mobile,Google,No,No
S000872,U00242,2026-03-31T10:54:36,/search,Discovery,506,Desktop,Email,Yes,No
S000873,U00092,2025-10-28T20:21:36,/blog/how-to-buy,Content,392,Desktop,YouTube,Yes,No
S000874,U00104,2025-09-18T21:28:06,/offers,Promotion,140,Desktop,Affiliate,Yes,No
S000875,U00239,2025-12-23T04:31:50,/search,Discovery,438,Desktop,Instagram,Yes,No
S000876,U00405,2026-05-11T13:10:02,/product/sku-100,Product,636,Tablet,Affiliate,Yes,Yes
S000877,U00251,2025-06-18T02:46:57,/checkout,Checkout,615,Mobile,Email,No,Yes
S000878,U00377,2025-07-11T13:58:01,/support,Support,263,Desktop,Affiliate,Yes,No
S000879,U00294,2025-01-04T22:39:10,/product/sku-100,Product,437,Tablet,Direct,No,No
S000880,U00018,2025-11-27T15:34:45,/checkout,Checkout,553,Desktop,YouTube,Yes,No
S000881,U00043,2026-03-10T18:57:05,/product/sku-220,Product,22,Mobile,Email,Yes,Yes
S000882,U00123,2026-05-19T00:53:17,/offers,Promotion,102,Desktop,YouTube,No,Yes
S000883,U00293,2026-03-30T08:12:47,/blog/how-to-buy,Content,34,Tablet,Email,Yes,No
S000884,U00095,2025-10-15T17:08:16,/support,Support,651,Mobile,YouTube,Yes,No
S000885,U00198,2026-06-21T12:31:30,/search,Discovery,350,Mobile,Instagram,No,No
S000886,U00295,2025-06-10T21:29:21,/checkout,Checkout,711,Desktop,Instagram,Yes,No
